position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_query_rows,live_typeform_urls,combined_typeform_urls,scan_mode,homepage_url,robots_status,http_status,pages_checked,live_email_candidates,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,site_contact_candidate_emails,parent_company_emails,legal_emails,third_party_emails,unverified_emails,verification_eligible_emails,verification_exclusion_reason,scan_notes,email_verification,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
16135,>30M,omnishirt.be,no,,,0,0,,,contact_pages,https://www.omnishirt.be/,ok,200,1,support@omnishirt.be,,support@omnishirt.be,showing_email_candidates,not_flagged,,support@omnishirt.be,,,,,support@omnishirt.be,,,support@omnishirt.be=unknown (rate_limited),,,,support@omnishirt.be,valid=0; invalid=0; risky=0; unknown=1
16139,>30M,risiodental.com,yes,,,0,0,https://form.typeform.com/to/O90Q4eea,https://form.typeform.com/to/O90Q4eea,contact_pages,https://risiodental.com/,ok,200,2,info@risiodental.com ; player-component@2.7.12,,info@risiodental.com ; player-component@2.7.12,showing_email_candidates,not_flagged,,info@risiodental.com,,,,player-component@2.7.12,info@risiodental.com,,,info@risiodental.com=unknown (rate_limited),,,,info@risiodental.com,valid=0; invalid=0; risky=0; unknown=1
16140,>30M,brightedgedentistry.com,yes,,,0,0,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/GEcCRuHc,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/GEcCRuHc,contact_pages,https://brightedgedentistry.com/,ok,200,2,info@brightedgedentistry.com,,info@brightedgedentistry.com,showing_email_candidates,not_flagged,,info@brightedgedentistry.com,,,,,info@brightedgedentistry.com,,,info@brightedgedentistry.com=unknown (rate_limited),,,,info@brightedgedentistry.com,valid=0; invalid=0; risky=0; unknown=1
16152,>30M,footprints.church,no,,,0,0,,,contact_pages,https://footprints.church/,ok,200,2,ben@footprints.church ; office@footprints.church ; susan@footprints.church,,ben@footprints.church ; office@footprints.church ; susan@footprints.church,showing_email_candidates,not_flagged,,office@footprints.church,,,,ben@footprints.church ; susan@footprints.church,office@footprints.church,,,office@footprints.church=unknown (rate_limited),,,,office@footprints.church,valid=0; invalid=0; risky=0; unknown=1
16159,>30M,nesimiates.com,no,,,0,0,,,contact_pages,https://nesimiates.com/,ok,200,0,info@nesimiates.com,,info@nesimiates.com,showing_email_candidates,not_flagged,,info@nesimiates.com,,,,,info@nesimiates.com,,,info@nesimiates.com=unknown (rate_limited),,,,info@nesimiates.com,valid=0; invalid=0; risky=0; unknown=1
16166,>30M,mbfcommercial.co.uk,yes,,,0,0,https://form.typeform.com/to/sLVhO2Wp ; https://form.typeform.com/to/W972HQAv,https://form.typeform.com/to/sLVhO2Wp ; https://form.typeform.com/to/W972HQAv,contact_pages,https://mbfcommercial.co.uk/,ok,200,2,info@mbfcommercial.co.uk,,info@mbfcommercial.co.uk,showing_email_candidates,not_flagged,,info@mbfcommercial.co.uk,,,,,info@mbfcommercial.co.uk,,,info@mbfcommercial.co.uk=unknown (rate_limited),,,,info@mbfcommercial.co.uk,valid=0; invalid=0; risky=0; unknown=1
16169,>30M,flowr.club,yes,,,0,0,https://ja1q37dunm0.typeform.com/to/NpZgAzUI,https://ja1q37dunm0.typeform.com/to/NpZgAzUI,contact_pages,https://flowr.club/,ok,200,2,hello@flowr.club,,hello@flowr.club,showing_email_candidates,not_flagged,,hello@flowr.club,,,,,hello@flowr.club,,,hello@flowr.club=invalid (no_mx),,hello@flowr.club,,,valid=0; invalid=1; risky=0; unknown=0
16170,>30M,congaree.film,yes,,,0,0,https://cottle.typeform.com/to/VkkdpJ ; https://embed.typeform.com/,https://cottle.typeform.com/to/VkkdpJ ; https://embed.typeform.com/,contact_pages,https://congaree.film/,ok,200,0,press@congaree.film,,press@congaree.film,showing_email_candidates,not_flagged,,press@congaree.film,,,,,press@congaree.film,,,press@congaree.film=unknown (rate_limited),,,,press@congaree.film,valid=0; invalid=0; risky=0; unknown=1
16172,>30M,malagaprotecciondedatos.com,yes,,,0,0,https://embed.typeform.com/ ; https://pmedina.typeform.com/to/tFtfHf,https://embed.typeform.com/ ; https://pmedina.typeform.com/to/tFtfHf,contact_pages,https://malagaprotecciondedatos.com/,ok,200,0,direccion@medinaleonconsultores.com ; hola@malagaprotecciondedatos.com ; info@malagaprotecciondedatos.com,,direccion@medinaleonconsultores.com ; hola@malagaprotecciondedatos.com ; info@malagaprotecciondedatos.com,showing_email_candidates,not_flagged,,info@malagaprotecciondedatos.com,,,,direccion@medinaleonconsultores.com ; hola@malagaprotecciondedatos.com,info@malagaprotecciondedatos.com,,,info@malagaprotecciondedatos.com=unknown (rate_limited),,,,info@malagaprotecciondedatos.com,valid=0; invalid=0; risky=0; unknown=1
16194,>30M,alveareculturale.it,yes,,,0,0,https://form.typeform.com/to/a4G1RB0S,https://form.typeform.com/to/a4G1RB0S,contact_pages,https://www.alveareculturale.it/,ok,200,1,info@alveareculturale.it,,info@alveareculturale.it,showing_email_candidates,not_flagged,,info@alveareculturale.it,,,,,info@alveareculturale.it,,,info@alveareculturale.it=unknown (rate_limited),,,,info@alveareculturale.it,valid=0; invalid=0; risky=0; unknown=1
16195,>30M,quiub.de,yes,,,0,0,,,contact_pages,https://quiub.de/,ok,200,2,info@quiub.de ; kiano@loehrmedia.de,,info@quiub.de ; kiano@loehrmedia.de,showing_email_candidates,not_flagged,,info@quiub.de,,,,kiano@loehrmedia.de,info@quiub.de,,,info@quiub.de=unknown (rate_limited),,,,info@quiub.de,valid=0; invalid=0; risky=0; unknown=1
16214,>30M,sit.health,no,,,0,0,,,contact_pages,https://sit.health/,ok,200,1,info@sit.health,,info@sit.health,showing_email_candidates,not_flagged,,info@sit.health,,,,,info@sit.health,,,info@sit.health=unknown (rate_limited),,,,info@sit.health,valid=0; invalid=0; risky=0; unknown=1
16216,>30M,land-aspect.help,no,,,0,0,,,contact_pages,https://land-aspect.help/,ok,200,0,info@land-aspect.help,,info@land-aspect.help,showing_email_candidates,not_flagged,,info@land-aspect.help,,,,,info@land-aspect.help,,,info@land-aspect.help=unknown (rate_limited),,,,info@land-aspect.help,valid=0; invalid=0; risky=0; unknown=1
16247,>30M,railtrip.travel,no,,,0,0,,,contact_pages,https://railtrip.travel/,ok,200,1,adresse@mail.be ; info@railtrip.travel,,adresse@mail.be ; info@railtrip.travel,showing_email_candidates,not_flagged,,info@railtrip.travel,,,,adresse@mail.be,info@railtrip.travel,,,info@railtrip.travel=unknown (rate_limited),,,,info@railtrip.travel,valid=0; invalid=0; risky=0; unknown=1
16258,>30M,conectaencanada.com,yes,,,0,0,https://2qf5lo0lk4l.typeform.com/to/Y5PwUacS ; https://vanmatescanada.typeform.com/to/twBFw5ul,https://2qf5lo0lk4l.typeform.com/to/Y5PwUacS ; https://vanmatescanada.typeform.com/to/twBFw5ul,contact_pages,https://conectaencanada.com/,ok,200,1,c5390451-case-study-2@2x-262x300.jpg ; c5390451-case-study-2@2x-600x687.jpg ; c5390451-case-study-2@2x-768x879.jpg ; c5390451-case-study-2@2x-895x1024.jpg ; c5390451-case-study-2@2x.jpg ; info@conectaencanada.com,,c5390451-case-study-2@2x-262x300.jpg ; c5390451-case-study-2@2x-600x687.jpg ; c5390451-case-study-2@2x-768x879.jpg ; c5390451-case-study-2@2x-895x1024.jpg ; c5390451-case-study-2@2x.jpg ; info@conectaencanada.com,showing_email_candidates,not_flagged,,info@conectaencanada.com,,,,c5390451-case-study-2@2x-262x300.jpg ; c5390451-case-study-2@2x-600x687.jpg ; c5390451-case-study-2@2x-768x879.jpg ; c5390451-case-study-2@2x-895x1024.jpg ; c5390451-case-study-2@2x.jpg,info@conectaencanada.com,,,info@conectaencanada.com=unknown (rate_limited),,,,info@conectaencanada.com,valid=0; invalid=0; risky=0; unknown=1
16273,>30M,biolight.shop,yes,,,0,0,https://form.typeform.com/to/I3CnBpaI,https://form.typeform.com/to/I3CnBpaI,contact_pages,https://www.biolight.shop/,ok,200,2,info@biolight.shop ; support@biolight.shop,,info@biolight.shop ; support@biolight.shop,showing_email_candidates,not_flagged,,info@biolight.shop ; support@biolight.shop,,,,,info@biolight.shop ; support@biolight.shop,,,info@biolight.shop=unknown (rate_limited) ; support@biolight.shop=unknown (rate_limited),,,,info@biolight.shop ; support@biolight.shop,valid=0; invalid=0; risky=0; unknown=2
16275,>30M,coopcery.shop,yes,,,0,0,https://coopcery.typeform.com/to/a1E4Qs ; https://embed.typeform.com/,https://coopcery.typeform.com/to/a1E4Qs ; https://embed.typeform.com/,contact_pages,https://coopcery.shop/,ok,200,0,cart_shopping@10x.png ; coopcery@10x.png ; hello@coopcery.shop,,cart_shopping@10x.png ; coopcery@10x.png ; hello@coopcery.shop,showing_email_candidates,not_flagged,,hello@coopcery.shop,,,,cart_shopping@10x.png ; coopcery@10x.png,hello@coopcery.shop,,,hello@coopcery.shop=invalid (mailbox_not_found),,hello@coopcery.shop,,,valid=0; invalid=1; risky=0; unknown=0
16285,>30M,saymore.ie,yes,,,0,0,https://embed.typeform.com/ ; https://fcrmedia.typeform.com/to/BMuw9QfN,https://embed.typeform.com/ ; https://fcrmedia.typeform.com/to/BMuw9QfN,contact_pages,https://saymore.ie/,unavailable,200,0,sales@saymore.ie ; support@saymore.ie,,sales@saymore.ie ; support@saymore.ie,showing_email_candidates,not_flagged,,sales@saymore.ie ; support@saymore.ie,,,,,sales@saymore.ie ; support@saymore.ie,,,sales@saymore.ie=unknown (rate_limited) ; support@saymore.ie=unknown (rate_limited),,,,sales@saymore.ie ; support@saymore.ie,valid=0; invalid=0; risky=0; unknown=2
16294,>30M,bluespot-labs.com,yes,,,0,0,https://team844329.typeform.com/to/S8fowOcr,https://team844329.typeform.com/to/S8fowOcr,contact_pages,https://www.bluespot-labs.com/,ok,200,1,team@bluespot-labs.com,,team@bluespot-labs.com,showing_email_candidates,not_flagged,,team@bluespot-labs.com,,,,,team@bluespot-labs.com,,,team@bluespot-labs.com=unknown (rate_limited),,,,team@bluespot-labs.com,valid=0; invalid=0; risky=0; unknown=1
16318,>30M,slate.london,no,,,0,0,,,contact_pages,https://slate.london/,unavailable,200,0,hello@slate.london,,hello@slate.london,showing_email_candidates,not_flagged,,hello@slate.london,,,,,hello@slate.london,,,hello@slate.london=invalid (no_mx),,hello@slate.london,,,valid=0; invalid=1; risky=0; unknown=0
16330,>30M,nrsrandco.com,yes,,,0,0,https://fmsu3aejyga.typeform.com/to/rxRWAyaE,https://fmsu3aejyga.typeform.com/to/rxRWAyaE,contact_pages,https://nrsrandco.com/,unavailable,200,0,info@nrsrandco.com,,info@nrsrandco.com,showing_email_candidates,not_flagged,,info@nrsrandco.com,,,,,info@nrsrandco.com,,,info@nrsrandco.com=unknown (rate_limited),,,,info@nrsrandco.com,valid=0; invalid=0; risky=0; unknown=1
16334,>30M,guidingbrightminds.com,yes,,,0,0,https://342lczdovnf.typeform.com/to/bxmAV8Zk,https://342lczdovnf.typeform.com/to/bxmAV8Zk,contact_pages,https://www.guidingbrightminds.com/,unavailable,200,1,gbm-horizontal-logo-white@2x.png ; name@yoursite.com ; team@guidingbrightminds.com,,gbm-horizontal-logo-white@2x.png ; name@yoursite.com ; team@guidingbrightminds.com,showing_email_candidates,not_flagged,,team@guidingbrightminds.com,,,,gbm-horizontal-logo-white@2x.png ; name@yoursite.com,team@guidingbrightminds.com,,,team@guidingbrightminds.com=unknown (rate_limited),,,,team@guidingbrightminds.com,valid=0; invalid=0; risky=0; unknown=1
16337,>30M,inquari.com,yes,,,0,0,,,contact_pages,https://www.inquari.com/,ok,200,0,1@2x-100x100.png ; 1@2x-150x150.png ; 1@2x.png ; 3@2x-1024x751.png ; 3@2x-1536x1126.png ; 3@2x-300x220.png ; 3@2x-768x563.png ; 3@2x.png ; 5@2x-100x100.png ; 5@2x-150x150.png ; 5@2x.png ; badge@2x-1024x61.png ; badge@2x-1536x92.png ; badge@2x-2048x122.png ; badge@2x-300x18.png ; badge@2x-768x46.png ; bitmap@2x-268x300.png ; bitmap@2x-768x861.png ; bitmap@2x-914x1024.png ; bitmap@2x.png ; black@2x-206x300.png ; black@2x-702x1024.png ; black@2x-768x1120.png ; black@2x.png ; btn-2@2x-300x57.png ; btn-2@2x.png ; circles@3x-1000x1024.png ; circles@3x-293x300.png ; circles@3x-768x787.png ; circles@3x.png ; contract-team@3x-180x300.png ; contract-team@3x-613x1024.png ; contract-team@3x-768x1282.png ; contract-team@3x-920x1536.png ; contract-team@3x.png ; devices@3x-1024x626.png ; devices@3x-1536x939.png ; devices@3x-2048x1252.png ; devices@3x-300x183.png ; devices@3x-768x469.png ; group-10@2x-100x100.png ; group-10@2x-150x150.png ; group-10@2x.png ; group-11@2x-100x100.png ; group-11@2x-150x150.png ; group-11@2x.png ; group-2@3x-1024x730.png ; group-2@3x-1536x1096.png ; group-2@3x-300x214.png ; group-2@3x-768x548.png ; group-2@3x.png ; group-5@2x-100x100.png ; group-5@2x-150x150.png ; group-5@2x.png ; group-8@2x-100x100.png ; group-8@2x-150x150.png ; group-8@2x.png ; hello@inquari.com ; mission@3x-1024x182.png ; mission@3x-1536x274.png ; mission@3x-2048x365.png ; mission@3x-300x53.png ; mission@3x-768x137.png ; mock-2@3x-1128x1536.png ; mock-2@3x-220x300.png ; mock-2@3x-752x1024.png ; mock-2@3x-768x1045.png ; mock-2@3x.png ; mock@2x-1024x776.png ; mock@2x-300x227.png ; mock@2x-768x582.png ; mock@2x.png ; oval@2x-246x300.png ; oval@2x-768x936.png ; oval@2x-841x1024.png ; oval@2x.png ; oval@3x-1352x1536.png ; oval@3x-264x300.png ; oval@3x-768x873.png ; oval@3x-901x1024.png ; oval@3x.png ; plans@2x-1024x254.png ; plans@2x-300x75.png ; plans@2x-768x191.png ; plans@2x.png ; questions@2x-1024x140.png ; questions@2x-1536x210.png ; questions@2x-2048x279.png ; questions@2x-300x41.png ; questions@2x-768x105.png ; questions@inquari.com ; white@2x-206x300.png ; white@2x-702x1024.png ; white@2x-768x1120.png ; white@2x.png,,1@2x-100x100.png ; 1@2x-150x150.png ; 1@2x.png ; 3@2x-1024x751.png ; 3@2x-1536x1126.png ; 3@2x-300x220.png ; 3@2x-768x563.png ; 3@2x.png ; 5@2x-100x100.png ; 5@2x-150x150.png ; 5@2x.png ; badge@2x-1024x61.png ; badge@2x-1536x92.png ; badge@2x-2048x122.png ; badge@2x-300x18.png ; badge@2x-768x46.png ; bitmap@2x-268x300.png ; bitmap@2x-768x861.png ; bitmap@2x-914x1024.png ; bitmap@2x.png ; black@2x-206x300.png ; black@2x-702x1024.png ; black@2x-768x1120.png ; black@2x.png ; btn-2@2x-300x57.png ; btn-2@2x.png ; circles@3x-1000x1024.png ; circles@3x-293x300.png ; circles@3x-768x787.png ; circles@3x.png ; contract-team@3x-180x300.png ; contract-team@3x-613x1024.png ; contract-team@3x-768x1282.png ; contract-team@3x-920x1536.png ; contract-team@3x.png ; devices@3x-1024x626.png ; devices@3x-1536x939.png ; devices@3x-2048x1252.png ; devices@3x-300x183.png ; devices@3x-768x469.png ; group-10@2x-100x100.png ; group-10@2x-150x150.png ; group-10@2x.png ; group-11@2x-100x100.png ; group-11@2x-150x150.png ; group-11@2x.png ; group-2@3x-1024x730.png ; group-2@3x-1536x1096.png ; group-2@3x-300x214.png ; group-2@3x-768x548.png ; group-2@3x.png ; group-5@2x-100x100.png ; group-5@2x-150x150.png ; group-5@2x.png ; group-8@2x-100x100.png ; group-8@2x-150x150.png ; group-8@2x.png ; hello@inquari.com ; mission@3x-1024x182.png ; mission@3x-1536x274.png ; mission@3x-2048x365.png ; mission@3x-300x53.png ; mission@3x-768x137.png ; mock-2@3x-1128x1536.png ; mock-2@3x-220x300.png ; mock-2@3x-752x1024.png ; mock-2@3x-768x1045.png ; mock-2@3x.png ; mock@2x-1024x776.png ; mock@2x-300x227.png ; mock@2x-768x582.png ; mock@2x.png ; oval@2x-246x300.png ; oval@2x-768x936.png ; oval@2x-841x1024.png ; oval@2x.png ; oval@3x-1352x1536.png ; oval@3x-264x300.png ; oval@3x-768x873.png ; oval@3x-901x1024.png ; oval@3x.png ; plans@2x-1024x254.png ; plans@2x-300x75.png ; plans@2x-768x191.png ; plans@2x.png ; questions@2x-1024x140.png ; questions@2x-1536x210.png ; questions@2x-2048x279.png ; questions@2x-300x41.png ; questions@2x-768x105.png ; questions@inquari.com ; white@2x-206x300.png ; white@2x-702x1024.png ; white@2x-768x1120.png ; white@2x.png,showing_email_candidates,not_flagged,,hello@inquari.com,,,,1@2x-100x100.png ; 1@2x-150x150.png ; 1@2x.png ; 3@2x-1024x751.png ; 3@2x-1536x1126.png ; 3@2x-300x220.png ; 3@2x-768x563.png ; 3@2x.png ; 5@2x-100x100.png ; 5@2x-150x150.png ; 5@2x.png ; badge@2x-1024x61.png ; badge@2x-1536x92.png ; badge@2x-2048x122.png ; badge@2x-300x18.png ; badge@2x-768x46.png ; bitmap@2x-268x300.png ; bitmap@2x-768x861.png ; bitmap@2x-914x1024.png ; bitmap@2x.png ; black@2x-206x300.png ; black@2x-702x1024.png ; black@2x-768x1120.png ; black@2x.png ; btn-2@2x-300x57.png ; btn-2@2x.png ; circles@3x-1000x1024.png ; circles@3x-293x300.png ; circles@3x-768x787.png ; circles@3x.png ; contract-team@3x-180x300.png ; contract-team@3x-613x1024.png ; contract-team@3x-768x1282.png ; contract-team@3x-920x1536.png ; contract-team@3x.png ; devices@3x-1024x626.png ; devices@3x-1536x939.png ; devices@3x-2048x1252.png ; devices@3x-300x183.png ; devices@3x-768x469.png ; group-10@2x-100x100.png ; group-10@2x-150x150.png ; group-10@2x.png ; group-11@2x-100x100.png ; group-11@2x-150x150.png ; group-11@2x.png ; group-2@3x-1024x730.png ; group-2@3x-1536x1096.png ; group-2@3x-300x214.png ; group-2@3x-768x548.png ; group-2@3x.png ; group-5@2x-100x100.png ; group-5@2x-150x150.png ; group-5@2x.png ; group-8@2x-100x100.png ; group-8@2x-150x150.png ; group-8@2x.png ; mission@3x-1024x182.png ; mission@3x-1536x274.png ; mission@3x-2048x365.png ; mission@3x-300x53.png ; mission@3x-768x137.png ; mock-2@3x-1128x1536.png ; mock-2@3x-220x300.png ; mock-2@3x-752x1024.png ; mock-2@3x-768x1045.png ; mock-2@3x.png ; mock@2x-1024x776.png ; mock@2x-300x227.png ; mock@2x-768x582.png ; mock@2x.png ; oval@2x-246x300.png ; oval@2x-768x936.png ; oval@2x-841x1024.png ; oval@2x.png ; oval@3x-1352x1536.png ; oval@3x-264x300.png ; oval@3x-768x873.png ; oval@3x-901x1024.png ; oval@3x.png ; plans@2x-1024x254.png ; plans@2x-300x75.png ; plans@2x-768x191.png ; plans@2x.png ; questions@2x-1024x140.png ; questions@2x-1536x210.png ; questions@2x-2048x279.png ; questions@2x-300x41.png ; questions@2x-768x105.png ; questions@inquari.com ; white@2x-206x300.png ; white@2x-702x1024.png ; white@2x-768x1120.png ; white@2x.png,hello@inquari.com,,,hello@inquari.com=invalid (mailbox_not_found),,hello@inquari.com,,,valid=0; invalid=1; risky=0; unknown=0
16347,>30M,nursinghometrusts.org,no,,,0,0,,,contact_pages,https://nursinghometrusts.org/,ok,200,2,info@nursinghometrusts.org,,info@nursinghometrusts.org,showing_email_candidates,not_flagged,,info@nursinghometrusts.org,,,,,info@nursinghometrusts.org,,,info@nursinghometrusts.org=unknown (rate_limited),,,,info@nursinghometrusts.org,valid=0; invalid=0; risky=0; unknown=1
16349,>30M,mygrenadasolutions.com,no,,,0,0,,,contact_pages,https://mygrenadasolutions.com/,ok,200,2,info@mygrenadasolutions.com,,info@mygrenadasolutions.com,showing_email_candidates,not_flagged,,info@mygrenadasolutions.com,,,,,info@mygrenadasolutions.com,,,info@mygrenadasolutions.com=unknown (rate_limited),,,,info@mygrenadasolutions.com,valid=0; invalid=0; risky=0; unknown=1
16373,>30M,testgiller.com,no,,,0,0,,,contact_pages,https://testgiller.com/,ok,200,0,info@testgiller.com,,info@testgiller.com,showing_email_candidates,not_flagged,,info@testgiller.com,,,,,info@testgiller.com,,,info@testgiller.com=unknown (rate_limited),,,,info@testgiller.com,valid=0; invalid=0; risky=0; unknown=1
16388,>30M,asko.cloud,yes,,,0,0,,,contact_pages,https://asko.cloud/,ok,200,1,kontakt@asko.cloud ; support@asko.cloud,,kontakt@asko.cloud ; support@asko.cloud,showing_email_candidates,not_flagged,,support@asko.cloud,,,,kontakt@asko.cloud,support@asko.cloud,,,support@asko.cloud=unknown (rate_limited),,,,support@asko.cloud,valid=0; invalid=0; risky=0; unknown=1
16395,>30M,dogma23.it,yes,,,0,0,https://form.typeform.com/to/oqvaPRlT,https://form.typeform.com/to/oqvaPRlT,contact_pages,https://www.dogma23.it/,ok,200,2,grafica@dogma23.it ; info@dogma23.it ; web@dogma23.it,,grafica@dogma23.it ; info@dogma23.it ; web@dogma23.it,showing_email_candidates,not_flagged,,info@dogma23.it ; web@dogma23.it,,,,grafica@dogma23.it,info@dogma23.it ; web@dogma23.it,,,info@dogma23.it=unknown (rate_limited) ; web@dogma23.it=unknown (rate_limited),,,,info@dogma23.it ; web@dogma23.it,valid=0; invalid=0; risky=0; unknown=2
16397,>30M,presidentialcanecorsos.com,yes,,,0,0,,,contact_pages,https://presidentialcanecorsos.com/,ok,200,1,filler@godaddy.com ; info@presidentialcanecorsos.com,,filler@godaddy.com ; info@presidentialcanecorsos.com,showing_email_candidates,not_flagged,,info@presidentialcanecorsos.com,,,,filler@godaddy.com,info@presidentialcanecorsos.com,,,info@presidentialcanecorsos.com=unknown (rate_limited),,,,info@presidentialcanecorsos.com,valid=0; invalid=0; risky=0; unknown=1
16402,>30M,arsaso-solutions.com,no,,,0,0,,,contact_pages,https://www.arsaso-solutions.com/,unavailable,200,1,info@aqrsaso-solutions.com ; info@arsaso-solutions.com,,info@aqrsaso-solutions.com ; info@arsaso-solutions.com,showing_email_candidates,not_flagged,,info@arsaso-solutions.com,,,,info@aqrsaso-solutions.com,info@arsaso-solutions.com,,,info@arsaso-solutions.com=unknown (rate_limited),,,,info@arsaso-solutions.com,valid=0; invalid=0; risky=0; unknown=1
16406,>30M,schoolhouse.agency,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/to/vZln5PnR ; https://form.typeform.com/to/XnyTxzcX,https://embed.typeform.com/ ; https://form.typeform.com/to/vZln5PnR ; https://form.typeform.com/to/XnyTxzcX,contact_pages,https://www.schoolhouse.agency/,ok,200,2,alex@schoolhouse.agency ; info@schoolhouse.agency,,alex@schoolhouse.agency ; info@schoolhouse.agency,showing_email_candidates,not_flagged,,info@schoolhouse.agency,,,,alex@schoolhouse.agency,info@schoolhouse.agency,,,info@schoolhouse.agency=unknown (rate_limited),,,,info@schoolhouse.agency,valid=0; invalid=0; risky=0; unknown=1
16412,>30M,nexenstial.com,yes,,,0,0,,,contact_pages,https://www.nexenstial.com/,ok,200,0,info@nexenstial.com,,info@nexenstial.com,showing_email_candidates,not_flagged,,info@nexenstial.com,,,,,info@nexenstial.com,,,info@nexenstial.com=unknown (rate_limited),,,,info@nexenstial.com,valid=0; invalid=0; risky=0; unknown=1
16425,>30M,thesmilecenteronline.com,no,,,0,0,,,contact_pages,https://www.thesmilecenteronline.com/,ok,200,2,info@thesmilecenteronline.com,,info@thesmilecenteronline.com,showing_email_candidates,not_flagged,,info@thesmilecenteronline.com,,,,,info@thesmilecenteronline.com,,,info@thesmilecenteronline.com=unknown (rate_limited),,,,info@thesmilecenteronline.com,valid=0; invalid=0; risky=0; unknown=1
16426,>30M,upgrade-my-house.com,yes,,,0,0,https://form.typeform.com/to/WtWafkGf,https://form.typeform.com/to/WtWafkGf,contact_pages,https://upgrade-my-house.com/,ok,200,0,info@upgrade-my-house.com,,info@upgrade-my-house.com,showing_email_candidates,not_flagged,,info@upgrade-my-house.com,,,,,info@upgrade-my-house.com,,,info@upgrade-my-house.com=unknown (rate_limited),,,,info@upgrade-my-house.com,valid=0; invalid=0; risky=0; unknown=1
16435,>30M,karkortet.se,no,,,0,0,https://embed.typeform.com/,https://embed.typeform.com/,contact_pages,https://karkortet.se/,unavailable,200,0,info@karkortet.se,,info@karkortet.se,showing_email_candidates,not_flagged,,info@karkortet.se,,,,,info@karkortet.se,,,info@karkortet.se=unknown (rate_limited),,,,info@karkortet.se,valid=0; invalid=0; risky=0; unknown=1
16443,>30M,kalliste-international.com,yes,,,0,0,https://bnlucx55eyx.typeform.com/ ; https://bnlucx55eyx.typeform.com/to/DRAVUQds ; https://bnlucx55eyx.typeform.com/to/Swr1jcqn,https://bnlucx55eyx.typeform.com/ ; https://bnlucx55eyx.typeform.com/to/DRAVUQds ; https://bnlucx55eyx.typeform.com/to/Swr1jcqn,contact_pages,https://kalliste-international.com/,ok,200,1,info@kalliste-international.com ; leaflet@1.3.4 ; single-family-home-map-icon@2x.png,,info@kalliste-international.com ; leaflet@1.3.4 ; single-family-home-map-icon@2x.png,showing_email_candidates,not_flagged,,info@kalliste-international.com,,,,leaflet@1.3.4 ; single-family-home-map-icon@2x.png,info@kalliste-international.com,,,info@kalliste-international.com=unknown (rate_limited),,,,info@kalliste-international.com,valid=0; invalid=0; risky=0; unknown=1
16444,>30M,segurecommerce.com,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/to/bDoAs1oO ; https://form.typeform.com/to/Q50tDA9T,https://embed.typeform.com/ ; https://form.typeform.com/to/bDoAs1oO ; https://form.typeform.com/to/Q50tDA9T,contact_pages,https://segurecommerce.com/,ok,200,1,info@segurecommerce.com,,info@segurecommerce.com,showing_email_candidates,not_flagged,,info@segurecommerce.com,,,,,info@segurecommerce.com,,,info@segurecommerce.com=unknown (rate_limited),,,,info@segurecommerce.com,valid=0; invalid=0; risky=0; unknown=1
16451,>30M,smartflatsgroup.com,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/to/QYGLEz9v ; https://images.typeform.com/,https://embed.typeform.com/ ; https://form.typeform.com/to/QYGLEz9v ; https://images.typeform.com/,contact_pages,https://smartflatsgroup.com/,ok,200,0,hello@smartflatsgroup.com ; thomas@smartflatsgroup.com,,hello@smartflatsgroup.com ; thomas@smartflatsgroup.com,showing_email_candidates,not_flagged,,hello@smartflatsgroup.com,,,,thomas@smartflatsgroup.com,hello@smartflatsgroup.com,,,hello@smartflatsgroup.com=invalid (disposable),,hello@smartflatsgroup.com,,,valid=0; invalid=1; risky=0; unknown=0
16455,>30M,healthyfoodie.be,yes,,,0,0,https://form.typeform.com/to/x6F3I1FG,https://form.typeform.com/to/x6F3I1FG,contact_pages,https://healthyfoodie.be/,ok,200,1,info@healthyfoodie.be,,info@healthyfoodie.be,showing_email_candidates,not_flagged,,info@healthyfoodie.be,,,,,info@healthyfoodie.be,,,info@healthyfoodie.be=unknown (rate_limited),,,,info@healthyfoodie.be,valid=0; invalid=0; risky=0; unknown=1
16478,>30M,jiin.love,no,,,0,0,,,contact_pages,https://jiin.love/,ok,200,2,contact@jiin.love ; manager@jiin.love ; pretendard@v1.3.9,,contact@jiin.love ; manager@jiin.love ; pretendard@v1.3.9,showing_email_candidates,not_flagged,,contact@jiin.love,,,,manager@jiin.love ; pretendard@v1.3.9,contact@jiin.love,,,contact@jiin.love=invalid (mailbox_not_found),,contact@jiin.love,,,valid=0; invalid=1; risky=0; unknown=0
